# schema=nsb-healpix-starlight-candidate-v5
# map_type=healpix
# coordinate_frame=galactic
# ordering=nested
# representation=sparse
# omitted_pixel_semantics=zero_flux_and_source_counts
# nside=128
# flux_quantity=integrated_per_pixel
# flux_unit=ph_m-2_s-1
pixel,flux_ph_m2_s,statistical_uncertainty_ph_m2_s,systematic_uncertainty_ph_m2_s,total_uncertainty_ph_m2_s,admitted_sources,excluded_sources
132917,1.10201641707271454e6,1.12278087354216841e4,1.91666489491106069e5,1.91995069944109448e5,129,12
132928,8.11608075043842662e6,7.77555805372570176e4,1.39429077195746871e6,1.39645719127742690e6,664,58
132929,3.12743936592422565e6,2.16727898010471727e4,6.55657500492742402e5,6.56015600249072537e5,562,40
132930,2.27948425667896233e7,4.20633303618832608e5,4.44142085115956888e6,4.46129482922035549e6,675,47
132931,6.42222125591109507e6,3.21197230078012981e4,9.25585923402326298e5,9.26143065733709838e5,685,57
132932,1.36303875289764963e7,2.12223095996112941e5,1.15820334423787566e6,1.17748614814696414e6,646,56
132933,4.95385516575799286e7,7.96597434658147744e5,7.25331721614006907e6,7.29692936178348027e6,633,51
132934,1.95359946139154360e7,6.28144638229032513e5,4.49055423786179535e6,4.53427425832562614e6,680,52
132935,2.38779558103876486e7,6.63746128691986552e5,5.62166144857191015e6,5.66070988178278133e6,436,29
132936,1.25623014668581504e7,1.66065896105166728e5,2.82829682178792125e6,2.83316797842712980e6,696,56
132937,3.30099167814665055e6,1.88490988609911656e4,5.50766172209658427e5,5.51088618080931250e5,665,53
132938,1.73011023945970535e8,8.62830121963931248e6,4.07988710939490646e7,4.17012645429068729e7,756,40
132939,3.07494732050241113e8,1.76754922292037904e7,7.19275719586844444e7,7.40675275233105868e7,620,43
132940,6.36813338356488384e6,9.18432131971687049e4,1.38833078193277656e6,1.39136534952989803e6,533,60
132941,2.81466026231643082e4,5.08614664952731061e2,7.57698077285067029e3,7.59403229579343588e3,39,5
132942,3.12114757376549009e5,4.34344302233088638e3,4.69996038571529280e4,4.71998756356151716e4,73,20
132944,6.80703815866483469e6,9.36854998307728820e4,1.49660623494481458e6,1.49953565991417342e6,387,31
132946,2.65405731430191599e3,1.76481913771165324e2,1.01011037516078272e3,1.02541154464721649e3,6,1
132960,2.38578993532099249e6,1.66504278735374137e4,4.23311324181884876e5,4.23638659625148808e5,373,25
132961,4.53611872832281701e6,1.54563966810938582e5,1.07358649203618942e6,1.08465569454961317e6,183,15
135168,4.92561546569654252e6,5.91833226748843226e4,1.07326072494722833e6,1.07489127329097316e6,580,69
135169,9.56205048443567567e6,1.35189092738427891e5,2.24436524357166747e6,2.24843310715439124e6,574,53
135170,4.62305351656770147e6,2.64944764973213387e4,5.96644997238812619e5,5.97232961259649368e5,626,72
135171,3.21949159478756180e6,3.03027693821438806e4,6.37888700117523083e5,6.38608057864799164e5,647,95
135172,1.37437652966621798e7,1.56857408760804043e5,3.37718025194417685e6,3.38082100987391640e6,587,58
135173,4.69657481628902908e6,5.43663442342328781e4,9.53086369013722870e5,9.54635703389076865e5,550,49
135174,3.44480552996555390e6,2.13531414659670845e4,3.63446981027664209e5,3.64073707741425489e5,443,44
135175,4.20040442159099155e5,1.13871252203498952e4,1.03521088687022188e5,1.04145486814024931e5,45,7
135176,1.62862279254706316e7,2.50306930661041522e5,3.44984524247916602e6,3.45891395622861478e6,569,53
135177,5.54339359730929602e6,5.64492676721911484e4,4.16423417326025723e5,4.20232057699328871e5,284,36
135178,1.26577330983297285e7,2.10521280556038982e5,3.07480941639956832e6,3.08200781257063150e6,212,27
135180,2.96985789444962138e4,6.82921149750032782e2,1.36225769294378733e3,1.52385278775885581e3,6,0
135184,8.06475911790520325e6,2.22148222628898628e5,1.95811871218661871e6,1.97067976186709781e6,115,13
135202,5.07758031542135309e6,8.64061932841735688e4,2.41641154975496873e5,2.56625170269313327e5,242,23
135203,4.59349044259619695e4,6.61406668419292714e2,5.09041300477491131e3,5.13320205526833433e3,40,5
135208,4.51861591278821416e6,3.70125153257176135e4,1.04714566084977926e6,1.04779958070580347e6,625,38
135209,1.67227003131307345e7,2.62677567784232728e5,9.11969778839683277e5,9.49046037942280760e5,608,42
135210,5.34836198502042145e6,3.34534071138872387e4,9.51162443635020172e5,9.51750557987370179e5,548,64
135211,8.03022648223752342e6,7.96916896630709671e4,1.89116612538811681e6,1.89284444136776798e6,592,39
135212,2.86101883731171824e7,5.40032455159135046e5,8.88907303082887898e5,1.04009194117601751e6,475,41
135213,3.85564457523878757e6,3.34332641467955109e4,1.58432962479867012e5,1.61922162632717926e5,257,19
135214,9.71236471596702188e6,1.26510607222338236e5,1.72316623884738493e6,1.72780404573065159e6,626,37
135215,3.25265515397947170e7,4.65254368471631140e5,4.90226380559831392e6,4.92429203511136211e6,636,39
135224,1.05797575762695560e5,1.57095535983143714e3,2.77699779760583224e4,2.78143771732057176e4,43,6
135226,1.37094619221412688e7,1.14715697770074083e5,1.44025395264307712e6,1.44481526134619792e6,570,50
135227,3.06289987934138579e6,4.65576737436268086e4,7.51416598388343817e5,7.52857570406200830e5,177,17
135296,4.60595534180536866e6,2.58206672402483491e4,3.94936469503916567e5,3.95779637931197300e5,592,58
135297,6.59017657491430454e6,5.07523788861330395e4,1.30214338390911231e6,1.30313207167227520e6,611,39
135298,5.03263606760426797e6,2.37917093248323217e4,5.05094154696072510e5,5.05654180780439463e5,637,57
135299,9.28382068435679190e6,8.64880631290791207e4,3.70489250924287655e5,3.80450351707367168e5,698,44
135300,1.87991188067914508e7,2.61508763927012129e5,4.55063126596540958e6,4.55813906681143027e6,604,44
135301,1.17235527817036770e7,1.08532772524555563e5,2.26548828765099496e6,2.26808653807470575e6,609,41
135302,1.27012778295129593e7,9.46702316458198184e4,1.66561631732604373e6,1.66830457929679169e6,609,45
135303,8.40238044790772721e5,6.97844799370713281e3,2.05414099515515321e5,2.05532603292448242e5,232,12
135304,2.00797189706146307e7,3.47641354133826739e5,4.52500836939253844e6,4.53834278720509633e6,650,48
135305,1.29807968767643422e7,1.24390337678136464e5,1.06007560115539841e6,1.06734869479128532e6,641,38
135306,1.15150726738124061e7,1.25137793777061626e5,2.09550998820445570e6,2.09924309647454321e6,673,39
135307,5.42640991228918433e7,1.28583152613239130e6,1.29814147067046985e7,1.30449411842692867e7,208,21
135308,1.89488106826913985e6,1.46097694751850358e4,2.69744800815068244e5,2.70140154236423899e5,219,16
135312,3.22587005898896093e6,2.17490210541219276e4,1.68420268712127086e5,1.69818746991837543e5,305,18
135328,4.56328351307789423e6,8.92155187577534380e4,1.08157478401846951e6,1.08524809247093997e6,211,12
144167,3.47212670699851913e6,1.39243681617774819e4,1.42255711841714132e5,1.42935564434809319e5,821,35
144173,2.01543376992753483e7,8.80381718752099987e4,6.21870498515570303e5,6.28071362689888105e5,2808,119
144174,6.21801756579369586e6,5.80860496139769093e4,1.71543780515003600e5,1.81111175229849119e5,629,39
144175,3.11968631107094809e7,8.21547807976111071e4,9.67799750644618645e5,9.71280477182409726e5,4319,185
144176,1.01089322977173012e7,4.36981012531429296e4,3.26631242425146629e5,3.29541336680733948e5,1482,54
144177,2.63038626856060990e5,1.49169200721911125e3,1.67409360494265566e4,1.68072628603050944e4,126,0
144178,1.03031958771045074e8,6.58813813592890860e5,1.50294806171885366e6,1.64100229043266946e6,4146,144
144179,2.24705855839540288e7,9.84429043445799034e4,7.83387066152439569e5,7.89548162451615557e5,3476,138
144182,5.86696270200068597e6,2.58790622572989232e4,1.91992986513403914e5,1.93729276914082468e5,917,33
144184,3.68115906653036252e7,1.92756972120970691e5,1.10762668679488520e6,1.12427404470683192e6,4152,126
144185,2.62766664411007762e7,7.17657245207450760e4,8.76622178271539742e5,8.79554866198537289e5,4318,159
144186,5.96855649702617005e7,3.34274864076595521e5,1.66430010742069967e6,1.69753778523895564e6,4473,152
144187,5.75774373522949293e7,5.18214888907970686e5,1.54705075047861482e6,1.63153691212989273e6,4503,181
144188,3.99629648285560012e7,2.74359275356937083e5,1.23382997072912939e6,1.26396574662600248e6,4460,166
144189,1.19286253860609718e7,1.50250285866171529e5,3.98714602208035823e5,4.26085064766154974e5,1616,56
144190,3.51665423329797983e7,3.75353933989496960e5,1.13232380081423372e6,1.19291565739233396e6,4470,164
144191,1.29095026860705279e7,6.83275754529577680e4,2.37998992111660249e5,2.47612959704143432e5,793,29
144259,1.68588356110752420e6,6.83528695896349655e3,7.41933033408227348e4,7.45074990080509597e4,471,6
144260,2.08623824593279958e7,9.89430560461951245e4,6.37918825137768988e5,6.45546400969684008e5,2755,123
144261,3.99672773606722727e7,3.12263256278588611e5,1.31321010037940228e6,1.34982558464424848e6,4521,269
144262,4.04665950003781170e7,2.73281047094176116e5,1.25573942917520646e6,1.28513191723113111e6,4382,146
144263,3.13061310235171542e7,9.27909908737451624e4,1.03695175932149612e6,1.04109515374305600e6,4655,178
144265,1.39779823551751729e7,5.01472560873167386e4,5.08853489921098109e5,5.11318512766717642e5,2583,79
144266,3.13688398151575681e6,2.97901509969037834e4,5.46994103493011426e4,6.22854604942402293e4,138,2
144267,5.73402535989030004e7,5.52186377748168539e5,1.43916656841615401e6,1.54146365750781540e6,4464,167
144268,2.18785114214961566e7,5.56661757932433175e4,8.03177216114606475e5,8.05103945843674010e5,4476,160
144269,2.88177459314132519e7,6.74364750366655207e4,9.53716655172301340e5,9.56097869738455862e5,4759,198
144270,3.50489684669926763e7,1.72491351750585396e5,1.09954857726575248e6,1.11299610969485622e6,4833,161
144271,2.40658627235412337e7,6.45052904348524607e4,8.80757058170108823e5,8.83116033152240445e5,4758,156
144272,3.03990070482282080e7,7.89132216065614921e4,9.78383097505346057e5,9.81560381244313321e5,4631,187
144273,3.22583092702951506e7,1.07156117087614446e5,9.99890271471558837e5,1.00561572601703194e6,4788,177
144274,8.52871633693423718e7,8.88914018058232148e5,1.79808445972348773e6,2.00581052340432652e6,4678,181
144275,1.55244205473339945e8,6.75263633399784565e6,6.82365215458163340e6,9.60001698883676156e6,4878,157
144276,2.26444295709254853e7,1.07065584580729352e5,7.07133121769931517e5,7.15192485493032960e5,3122,123
144278,6.76433595690445416e6,2.43414354585114706e4,2.13031089389448956e5,2.14417234677243861e5,1105,60
144280,4.26437647438779399e7,1.81664799876147386e5,1.11461560895432415e6,1.12932283038937068e6,4679,176
144281,1.72206471956653185e7,4.44157088995017693e4,6.49368872961472371e5,6.50886079408907099e5,3664,139
144282,4.65023768990942761e7,2.43611448343472934e5,1.28037915399235976e6,1.30334850126211275e6,4967,189
144283,4.69359408020813670e6,1.62287733828129676e4,2.37229489881089568e5,2.37783943853979930e5,1557,54
144289,6.77738017502686754e6,4.14529159537678788e4,2.43157543996062537e5,2.46665634905365849e5,1164,43
144292,2.24651700234724693e7,5.68608771307078423e4,7.92886207879749825e5,7.94922447785948054e5,4226,176
144293,3.22027168387120552e7,1.36337914510313421e5,1.07276972213857202e6,1.08139858686346095e6,4928,224
144294,1.29343376855732221e6,3.32926815859695780e4,4.21928112845799624e4,5.37460321445307854e4,99,5
144295,2.00790849387568273e7,8.51936185628755629e4,5.87839940364936600e5,5.93981269176132279e5,2686,124
144304,4.30078521103187278e7,2.43667956612601265e5,1.15636108166131959e6,1.18175506102605606e6,4427,180
144305,7.91559823747915216e4,7.57250337661558433e2,5.20152968763953868e3,5.25636178028910217e3,41,1
144306,2.40867496912756301e7,6.81301598271132243e4,9.01845816141060553e5,9.04415609534247080e5,4731,204
144307,2.29089796715623495e5,1.57273270084237947e3,1.55351848119026854e4,1.56145911021797438e4,115,3
144312,3.68649526026522601e6,2.03485214795301290e4,1.52073957648720563e5,1.53429302681553498e5,809,31
144313,1.49166769564803387e6,5.96378852553027991e3,7.07550647528786794e4,7.10059572272728401e4,468,10
145685,1.44160586754432153e7,3.50286881051108066e4,5.48862397991937003e5,5.49979036800335278e5,2865,86
145686,7.03240655567232170e5,2.96976612333826961e3,4.55220842197227466e4,4.56188520519188241e4,307,9
145687,3.23128196834097877e7,6.53667596794695346e4,1.15851660219762125e6,1.16035922491205926e6,5917,198
145692,1.48656365136750712e5,1.55147662501829836e3,5.30010684685191700e3,5.52251865601418649e3,31,0
145693,2.71716782561514005e7,1.07421472481404184e5,8.14364621462563518e5,8.21418960969332373e5,3856,141
145695,7.29522679233482014e6,2.57558997918761852e4,2.65773568354905525e5,2.67018643562933255e5,1348,43
145717,1.03917486113242730e7,8.27396385861409071e4,1.89472539766046102e5,2.06750311048765143e5,686,16
145719,1.06274848528443719e5,1.32312262739903508e3,5.92219053922549119e3,6.06819530585719076e3,34,0
145728,1.09157752823305819e7,6.94980906481309648e4,4.00615424038732366e5,4.06598945622672734e5,1765,49
145730,2.62422805791817755e7,5.40032320374738847e4,1.06835543481158232e6,1.06971944179861411e6,6263,197
145731,2.14714226393365413e7,1.09780816871263101e5,8.29864240771239740e5,8.37094072290413431e5,4074,117
145734,1.58263722206751211e6,8.23661275411519091e3,7.95101060576841410e4,7.99355912905223522e4,490,17
145736,4.18295577272918150e7,1.65321727902646293e5,1.48201236999013834e6,1.49120486135222320e6,6599,202
145737,5.29139419610590115e7,1.62139670543532993e5,1.59956668322496116e6,1.60776330560417636e6,6737,223
145738,4.68974380278260037e7,2.60091882580524689e5,1.55430196907988237e6,1.57591319509352441e6,6749,235
145739,4.69817286967741996e7,1.20090674177770299e5,1.43150791766383406e6,1.43653635121382074e6,7027,233
145740,5.97063354087847993e7,2.51268595477260940e5,1.70670243203292182e6,1.72509973583564302e6,6134,206
145741,1.03782729603830397e8,1.42121961428856896e6,1.66644301059880503e6,2.19018206996864965e6,2166,67
145742,4.78114701996865198e7,1.85226630033513124e5,1.57672203981119790e6,1.58756457988327416e6,7133,226
145743,3.90998975860774145e7,1.09269480599608200e5,1.39218208362047444e6,1.39646366703339387e6,7305,249
145754,3.55596768415682465e7,1.49689258835293644e5,1.10378684100793023e6,1.11389059812574298e6,4755,170
145755,9.82042431557139382e6,1.31653164417037013e5,2.45380402030033991e5,2.78467408149392752e5,551,28
145760,3.85029648906969801e7,8.95649952030292043e4,1.28037359076343058e6,1.28350240369473374e6,6623,209
145761,4.77074044990570173e7,2.64203382360302086e5,1.67868625074627856e6,1.69935015688210120e6,7156,262
145762,1.14795971534722559e7,3.87937252882076646e4,5.01873064648277999e5,5.03370168108114623e5,2755,69
145763,3.88923918794690520e7,9.87172395084987947e4,1.30415806320646289e6,1.30788888947135373e6,6671,215
145764,7.08422241134747267e7,3.15835320808221470e5,1.95383917050133087e6,1.97920172141582402e6,7384,266
145765,8.82590645679500252e7,9.83415065379978972e5,2.45160225579226157e6,2.64148799191327253e6,7428,244
145766,5.47706008095748499e7,3.37103152103608707e5,1.77811789904401032e6,1.80979053983019642e6,7521,238
145767,5.53077295824835971e7,2.44074227194443491e5,1.80292119472784619e6,1.81936721493475558e6,7848,276
145769,1.80495276027660891e7,4.39508781783376471e4,8.57296245375779574e5,8.58422117625155253e5,5484,174
145770,3.43512856015670998e6,1.20114939917601096e4,1.67442392614770739e5,1.67872662552522583e5,1123,36
145771,3.14093539529338442e7,5.12011382696296932e4,1.21722326210101927e6,1.21829964555521077e6,7477,267
145772,4.00038025725524575e7,2.91351653383394296e5,1.62195548048990010e6,1.64791546100534545e6,7562,280
145773,4.28310200170215517e7,1.18306132208822484e5,1.82009075203359779e6,1.82393165621863119e6,7848,298
145774,2.72885037096474990e7,4.26640398777241280e4,1.22562383137672534e6,1.22636617547013727e6,7686,262
145775,6.44783869612961039e7,7.14376202776808757e5,7.64349348186541721e6,7.67680441110836994e6,8224,272
145776,3.67819039339806885e7,8.64698303551125573e4,1.38473947920939885e6,1.38743664966828632e6,7536,225
145777,3.64558777858807743e7,9.47139803681547055e4,1.34581601787452470e6,1.34914472613015911e6,7098,249
145778,7.30906276046565324e7,4.04410700606002181e5,2.01706206903834734e6,2.05720378307981347e6,7727,259
145779,3.94730708620709777e7,1.97741185786782298e5,1.57454221703663003e6,1.58691044794184552e6,7501,226
145780,5.57842259719323460e6,1.64112326632471231e4,2.30166333508490905e5,2.30750665520750103e5,1376,44
145782,3.30675784442912741e6,2.75513249092187907e4,1.29161264128026858e5,1.32067057419340039e5,682,20
145784,1.89080625960855573e8,1.54164991751750605e6,2.71005558725139173e6,3.11786557666847110e6,7762,284
145785,3.32224573804545924e7,7.77949369847923372e4,1.05709917708746647e6,1.05995788709715568e6,5444,177
145786,4.85024580113770813e7,3.29458606682232989e5,1.82230369959418057e6,1.85184603762614005e6,8470,302
145787,8.25196107508734584e8,3.83996448477238715e7,1.95156329566516340e8,1.98898279767086118e8,1940,77
145815,2.13665211273160021e4,3.36880351386514349e2,2.37868650968675229e3,2.40242333540865457e3,17,0
145856,1.45216606592552960e7,6.32692254912527351e4,6.72276276493906975e5,6.75246908049770398e5,4259,152
145857,3.44224354466270208e7,2.03418501374142419e5,1.36882639030978945e6,1.38385865373232029e6,7565,267
145858,2.56696193266452551e7,1.00229427549756831e5,1.03358144882419216e6,1.03842984813634283e6,6447,304
145859,2.70979707759628221e7,5.23471948028533734e4,1.50204910960076540e6,1.50296099631899293e6,8248,375
145860,5.71329795675087348e7,3.47890116218575626e5,1.81615913990484062e6,1.84917861614892795e6,8221,300
145861,3.83232262100641355e7,1.17811414087670477e5,1.47482770805809274e6,1.47952570026519755e6,8647,324
145862,2.49180123433949463e7,5.80700402678479586e4,1.26654307314054738e6,1.26787360793456528e6,8311,351
145863,2.62896884052053243e7,5.66436657393926143e4,1.38044084532280290e6,1.38160248707938078e6,9301,405
145864,1.21754634768048604e6,3.60878165697203758e3,9.92200311976797529e4,9.92856379136289761e4,791,36
145865,2.20109334887567908e7,1.31148924599135615e5,9.30146380811978248e5,9.39346757146226359e5,5656,240
145868,2.48265096038427912e7,1.03823974444525797e5,1.20987745333273243e6,1.21432403820082382e6,8118,358
